tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid,region
CHALLENGER,I,H_OLh6F66AXlqj-ZYUAPETqbqM-4r2IHO1vAXjn0MysXfII,BWC LOVER,603,87,52,False,False,True,False,g4KZg-xCS0kwt9TxwCmeDnjotdo5BpmS2petLAIp0widWl4Dq_w4OJqFzC1vLzHFdhYeXPh5ipbkVQ,la2
CHALLENGER,I,xIRgoZU3gx58-haSB9zZEi4W8rXpF7GY8Ljf2LjWh70h,Renata Enjoyer,494,56,35,False,False,True,False,-K6mIFLDjD0v4rntcaKIJ7TV3-ZXYTRDHT2gag-aD5l_Ldo-hVLSsdtQAcs5ztP4SaVgnaE3bsFzqA,la2
CHALLENGER,I,qTrhQnHxzXvGoUyo-CcEtqJMkc-zzm13CgAqm0k5UPlW,lautahz,535,71,50,False,False,True,True,9P42nsFnGy7wRxMtwK8evqxaxfxuRGhzYP8G_z-XawP97RopP0Vn3nbf9rrWpUXTCoXGMnV7rtApEg,la2
GRANDMASTER,I,OkKsk0zyb3A2HHnmQMc52U_hq32tMeKbsSSEaUMGGZM,Meju,215,34,18,False,False,True,True,H_IdS3Fwjy-T1fkGisE_E0D49F3zgDnwP_qFYoeumqVhYVwBi60M8bpN6ZFRjK3daxxCQH5iqzpPyw,la2
GRANDMASTER,I,CC1PPpvuPZLUPdhnq_MQT6SGDXx7-3vlS6Yyc_l0QSpf9kM,Rengar King,309,45,30,False,False,True,False,oxQr9erLqMbpnt2ftItZ0vuNg9KohX8d6S0mK7VylsUO67VQkPNuGW6EyAUoVW2-dyQDj_PcMiAx6Q,la2
GRANDMASTER,I,ilzPlcE7z1sfRXSy0T9u6FJ42tjdw8AjHQAj5iKlhq0_1-o-ezkGz2YHLQ,SaborMenta,210,35,22,False,False,True,False,od68YvaZ6jIENWG38gTBxhARFhWMEUxvYob6Kks3ZoTA7GaAiwRBlA8_dpcZjmdILRBt7LM1oQ51pw,la2
GRANDMASTER,I,AzA5dEzrX971IrMZUM3D0Hr_z1MP0dzh6GdmW4tJIuvOrFY,Blazzto,245,62,46,False,False,True,False,4efus3tjA6JgXtLWbho8ubt5yihtx72AUv3Obygwcl1rE4r1Oub1VdKpGGPj4R_9-jjPTClfLs8bJA,la2
GRANDMASTER,I,NrYV4WDMJadClqyqjwgp3EXpJVsDwBOXuZWS_5UeG73XfA,Skeweed,254,44,24,False,False,True,False,nGKoTV602dRIspbTSalCZ2GfCI3dwQMQisQgsl5LOweFM1yK1HrV2ihhq_jV4gzZ3LF37R-eKB0WfA,la2
GRANDMASTER,I,uCmE-fRgmFBNVljJaVlyty6754Cf2BFuTJrBkJzsorbbfa9ThQLQ-XVDwQ,Railothur,384,36,15,False,False,True,False,HOqqi9pUXkqYfxYriXPgUTuWSNqBxXi6lLAHj-IcFESE1jROMbS6gbejXLJI6jaAv6TW_T6SU_I8CA,la2
GRANDMASTER,I,YdJCuXj5TsrTNpA--Q55f83mo3KjjUeztN2xBaUW-TRP3A,suinek,332,49,29,False,False,True,False,fa_sRlxK7ta2wxCgnftV2-Y5w7G9PgNKCfsHKgYR2pFtJsLb1hh9GkWrEI-d-BY5aPpwlw6L8qQ50A,la2
GRANDMASTER,I,w2mhNqzyhFDNrgU1oQiiomPFW53bqIwlz7SJ1Z0mSI8WfPU,Light,231,36,22,False,False,True,False,bt9g8uYO8AX9YO8i806QpF5JbFcwGdsMRwNUaGBHug3WnznDeCcK2DzQwFV8Cl4wStWlqS30nqd5pQ,la2
