tier,rank,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,puuid,region
MASTER,I,ZNKVmAH7qhizFYIeobjYGNSa9DCk1rKHEqcXXRIei1aIwVM,boys a liar,1,31,28,False,False,True,False,AkVQiO_xLEHuMzCIHYQSFw_qkA6597Lp6PXGIyFHGs24NkcX2Mk2DBFRAPQufmskD5vVdDR3r0l86A,br1
MASTER,I,nHy5AjgNqeqO1OiA0uhYXyeOSyOyloaGqjrFsrwXxAiXfSUa1wLDmCuOXg,Nifu Grim,1,57,58,False,False,True,True,tgP0smyPhCIrnbUNNPBeLm9RZPH3XrYA9NnXVMbnl3POrXRveC9u0Fj4D-Bky3Yxj7uPn-Zp6Qx8EA,br1
MASTER,I,m-b7UbwWjfb8BEov5iWwZ0JduCxJZlXO5oi47GeAxWy5mPQ,t8t8t8t8,137,39,29,False,False,True,False,9xtCf1jo_knp4tNZt5HIed6onMeCV1jtK65UOuXs1JdYryVbzyp8IO9Gpv8LfI1SMEFZ_5eFojUoag,br1
MASTER,I,LTeWKgQ_LIMRcgc75gxhu67MiTwYl8mDYBwRHJTFe7QkfTX0rqhkqUEWDw,Lelouch Lamperuj,1,47,23,False,False,True,True,0wDFkA07Gkn8h8dY0muWf44x-nvlphwPfdm-1y-6HR92LECqOQCpw6lf3r2nU9rG5X25mRrRYhso3Q,br1
MASTER,I,T2zMdcSmBukDbVDOIk8Vhm_iV1LmSzSgaMkxdLFTt2dlTrJw4JuO_8CU0g,,13,26,16,False,False,True,False,f1xbBefwVdIRUgabLBYaAmqQlTvH8_dhaS5sd3lqpmCDVsxhlmnV_LMsIIgI006G71gamDWPdBL4rg,br1
MASTER,I,t-sELMddVxjszgxlfZ4wF7x6zvGJA1q7h_Po8J9AkXH0r5U,grandes ideias,81,35,18,False,False,True,False,_wdAVseh29ioSRODfrYMBw0DFeXuC3xKZB-Caz6jX4a_nBwp79shSGbm8jAWvD7YBlr4fEQ_mQpn4w,br1
MASTER,I,5SMCfz9_ufmUXXtHeEiHVIYgIJUpQYOTh3tTarG-fSj3wQ,Marcella,78,39,25,False,False,True,False,eerCyhJTlfwlRH0cR7Rnc-1fwgb6nDZiTb_YlXEfsyu0Yt0dSy8KQAid_x92xFC_fqKhCzZWEiuLtw,br1
MASTER,I,klT_Z4Qi82R0WiZePhPggoE7sZwHb02ptWcDtZbMaEtiQw,Nat 12,93,28,18,False,False,True,True,glzBpfHIPhAOlqeEG8-sovCYSGSlS4uTDmxv_4Ylkw0fdo3LY5ey4MLDHcshXPBvcAapHQpQcgiiGA,br1
MASTER,I,s6nqOTryQpmIxFadGdhZo1k8fEDZdTrG5oqdDN6setKMzw,PuraQuatro,1,27,23,False,False,True,True,HsrcKK3I8Mrn-gYzHb0kCcp50KgFtvIXQnaMUnsF3nvFrKMxpnXnMItWckDrYXe-O6hVwhlTSCmcQQ,br1
MASTER,I,ZWEHi4CTwQeRSxPbis4nz95P4WKAbnSfVXC6K_jQrbAmN28,é paulo mano,0,37,27,False,False,True,False,ZpcxoE2NI31B7XpGJci8ELsPyV6ZvItcJJKwtEQUMkRhfuOefBZiiAwCF0KJQCfmHEGxs0Ts-C2AgQ,br1
MASTER,I,znPSU0v4X9wx80wXMp0rfmxbCBXwVnD8vH8JaahmraaH3tQ,Ancholy,0,84,70,False,False,True,False,za5GBrgCr_zIA99a8i6KnUtX_WzI7-IudSOTf7RhbhLSWMF6imN4Qaf9nCeSCiLblLovUplaAv22rg,br1
MASTER,I,YdpTR3JuOEypoZTLBBgB3d0kEf8mg44LMcYzyOcp7MiW2A,keйai,0,28,28,False,False,True,False,64DGClClDUYdZUny_fe81BfSP7KOXBLy_HHq84pmndzVYtPzkiULn2XabUigmS4vULmNvK9BWFnYyw,br1
MASTER,I,qKjym0TlD-GobqCLexUzTIrpmkzDyP1XN5BlG-yvNtNnoA,darktony,0,34,22,False,False,True,False,yQ6r0d689w5t11lI4rwhZkuZzJE_zLjsLo9jc_YJci9KdD3u9BdQHyxyQuvybIKYw_Pks3zZWLn_sg,br1
MASTER,I,4gC7S3MBQvVlP_QQzBBI016OQ1y5rV43cYpopjfWIsIg,GuoliverX,128,44,33,False,False,True,False,VMBjxT5QP8tNCsKvSzU__BIhC-1fEw5mCV4iKAX-C9Bd7-Ydh0X8rSndLSTvIkk69H_dLdwfNbXCEw,br1
MASTER,I,GCZkBXx-piTKfBfTQPgmkdIsQD6Nw0Vm1k2NimMXNwHAQvPPBp33el7-hg,karilee,0,27,22,False,False,True,False,uKjOgTiKksOT0FBN9wLvgZG7PDGg-JNKFCZGwA9V7gg0jHb4cuS5isQwo31fqEv7Q5waYxLLTQM3kA,br1
MASTER,I,aqshqwO2kOjfCbV-Y5HgRcrOi_BRuouD4az11gmcT0nLk_o,DWG Cany0n,0,22,12,False,False,True,False,-y7v9VXCjE5fpXt9BSiOyqTFcWRnsh7MC_EOnQHA6XutjHGXxFksVn1kVgLopATr3OvXxCTUr3blUw,br1
MASTER,I,4wDtgBjoMQzTBCAdjJWiRPPaMY43TGqy-wGq-EVBFRopSw,É LeviosÃÃÃÃN,64,39,25,False,False,True,False,n-rl-I0sOrtF-eR-G5VXtYC5lvskWI8bzGXm-T7e1vs8z-a_Kq_aerx3NzcPG9QoKumir1SO0qWd_Q,br1
MASTER,I,R5p00i0gk277dhWWMx3XBsiuC5wjl6HHNJAyfNYRMb61eQ,Tobito,207,66,48,False,False,True,False,5fPgQN809KjHQsHPSB8GOIidTmVu8acezY8ZPIg5uwzhMvc8NOFFsBoOfYv-IQEMJftlgKhQ2SHsEQ,br1
